Nome;Indirizzo;Città;Nazione;Prezzo;Fascia Di Prezzo;Tipo di Cucina;Longitude;Latitude;PrenotazioneOnline;Delivery;WebsiteUrl;Award;Servizi
Wagyu Kappo Yoshida;Unit 3-48, 48F, Naza Tower, Platinum Park, 10 Persiaran KLCC, Kuala Lumpur, 50088, Malaysia;Kuala Lumpur; Malaysia;$$$$;100;Japanese;101.7186231;3.1546359;SI;NO;https://wagyu-kappoyoshida.com;Selected Restaurants;Air conditioning,Car park,Counter dining,Great view
Bali Hai Seafood Market;90 Persiaran Gurney, George Town, 10250, Malaysia;George Town; Malaysia;$$;20;Seafood;100.3151291;5.4339043;NO;SI;;Selected Restaurants;Air conditioning
Tok Tok Mee Bamboo Noodle;37 Lebuh Campbell, George Town, 10100, Malaysia;George Town; Malaysia;$;10;Noodles;100.3351542;5.4171937;SI;SI;;Selected Restaurants;Air conditioning,Cash only
Cilantro;MiCasa All Suite Hotel, 368B Jalan Tun Razak, Taman U Thant, Kuala Lumpur, 50400, Malaysia;Kuala Lumpur; Malaysia;$$$$;100;French Contemporary;101.7231886;3.1570082;SI;SI;https://cilantrokl.com;Selected Restaurants;Air conditioning,Car park
Fatty Loh Chicken Rice;21 Jalan Fettes, Tanjung Bungah, George Town, 11200, Malaysia;George Town; Malaysia;$;10;Street Food;100.3026347;5.4527042;SI;NO;;Selected Restaurants;Cash only
Atelier Binchotan;5 Jalan 1/109e, Taman Desa Business Park, Kuala Lumpur, 58100, Malaysia;Kuala Lumpur; Malaysia;$$$;70;Barbecue;101.6773174;3.0975776;SI;NO;https://www.atelierbinchotan.com;Selected Restaurants;Air conditioning
Lucky Hole;23N Lebuh Pantai, George Town, 10200, Malaysia;George Town; Malaysia;$$;20;Innovative;100.34251;5.41759;SI;NO;http://www.thisisluckyhole.com;Selected Restaurants;
Feringgi Grill;Mezzanine Level, Rasa Wing Lobby, Shangri-La's Rasa Sayang Resort and Spa, Batu Feringgi Beach, George Town, 11100, Malaysia;George Town; Malaysia;$$$;70;European Contemporary;100.2557398;5.4806245;SI;NO;https://www.shangri-la.com/penang/rasasayangresort/dining/restaurants/feringgi-grill;Selected Restaurants;Air conditioning
La Suisse;17, Lorong Rahim Kajai 13, Taman Tun Dr Ismail, Kuala Lumpur, 60000, Malaysia;Kuala Lumpur; Malaysia;$$;20;European;101.6225843;3.1544687;SI;SI;;Selected Restaurants;Air conditioning,Bring your own bottle
Vantador;38 Jalan 25/70A, Desa Sri Hartamas, Kuala Lumpur, 50480, Malaysia;Kuala Lumpur; Malaysia;$$$;70;Steakhouse;101.6496666;3.162376;NO;NO;http://www.vantador.co;Selected Restaurants;Air conditioning
Sushi Ori;Unit PG-01, GF, Podium Block, Menara Keck Seng, 203 Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur, 55100, Malaysia;Kuala Lumpur; Malaysia;$$$$;100;Sushi;101.70914;3.14523;NO;NO;https://sushi-ori.com;Selected Restaurants;Air conditioning,Counter dining
Gai by Darren Chin (Taman Tun Dr Ismail);26A Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, 60000, Malaysia;Kuala Lumpur; Malaysia;$$;20;Thai;101.6298115;3.1486361;SI;NO;https://www.gai-kl.com;Selected Restaurants;Air conditioning,Car park
Li Yen;2F, The Ritz-Carlton, 168 Jalan Imbi, Bukit Bintang, Kuala Lumpur, 55100, Malaysia;Kuala Lumpur; Malaysia;$$$;70;Cantonese;101.7154141;3.1469006;SI;SI;https://www.liyenkl.com;Selected Restaurants;Air conditioning,Car park
Christoph's;55, Lorong Stewart, George Town, 10300, Malaysia;George Town; Malaysia;$$;20;Austrian;100.337777;5.419123;NO;SI;https://cruasia.com/dining;Selected Restaurants;Air conditioning,Interesting wine list
Curios-City;164A-B Lebuh Victoria, George Town, 10300, Malaysia;George Town; Malaysia;$$$;70;Innovative;100.33858;5.41337;SI;NO;;Selected Restaurants;Air conditioning
Shanghai Restaurant;1F, JW Marriott, 183 Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur, 55100, Malaysia;Kuala Lumpur; Malaysia;$$$;70;Shanghainese;101.7137774;3.1478307;NO;NO;https://www.shanghairestaurant.com.my/;Selected Restaurants;Car park,Valet parking,Wheelchair access
Sushi Masa;Lot 1-03, 1F, Menara Hap Seng 3, Jalan P. Ramlee, Kuala Lumpur, Kuala Lumpur, 50250, Malaysia;Kuala Lumpur; Malaysia;$$$$;100;Sushi;101.70874;3.15481;NO;NO;https://sushimasa.com.my;Selected Restaurants;Air conditioning,Car park,Counter dining
Ushi;3A, The St. Regis, 6 Jalan Stesen Sentral 2, Kuala Lumpur Sentral, Kuala Lumpur, 50470, Malaysia;Kuala Lumpur; Malaysia;$$$$;100;Japanese;101.6887247;3.1370359;NO;SI;http://www.taka-ushi.com;Selected Restaurants;Air conditioning,Car park,Counter dining,Valet parking
Bōl;15 Jalan Sin Chew Kee, Bukit Bintang, Kuala Lumpur, 50150, Malaysia;Kuala Lumpur; Malaysia;$$;20;Asian Contemporary;101.7049335;3.143192;NO;NO;;Selected Restaurants;Air conditioning
Marini's on 57;57F, Menara 3 Petronas, Persiaran KLCC, Kuala Lumpur City Centre, Kuala Lumpur, 50088, Malaysia;Kuala Lumpur; Malaysia;$$$;70;Italian;101.7115501;3.1567422;NO;NO;https://marinisgroup.com/marinis-on-57;Selected Restaurants;Air conditioning,Car park,Great view,Restaurant offering vegetarian menus
Tanglin (Bukit Damansara);57G, Jalan Medan Setia 1, Bukit Damansara, Kuala Lumpur, 50490, Malaysia;Kuala Lumpur; Malaysia;$;10;Malaysian;101.6533012;3.1503107;SI;SI;;Selected Restaurants;Car park,Cash only
Hide;Concourse, Ritz-Carlton Residences, 105 Jalan Ampang, Kuala Lumpur, Kuala Lumpur, 50450, Malaysia;Kuala Lumpur; Malaysia;$$$$;100;Innovative;101.7057561;3.1566062;SI;SI;https://www.hidekl.com;Selected Restaurants;Air conditioning,Counter dining,Valet parking
Nadodi;Level 7A, Four Seasons Hotel, 145 Jalan Ampang, Kuala Lumpur, Kuala Lumpur, 50450, Malaysia;Kuala Lumpur; Malaysia;$$$$;100;Innovative;101.713655;3.157879;NO;NO;http://www.nadodikl.com;Selected Restaurants;Air conditioning,Interesting wine list,Valet parking
Gēn;Unit 6, 8 Gat Lebuh Gereja, George Town, 10300, Malaysia;George Town; Malaysia;$$$;70;Innovative;100.343212;5.4160886;SI;SI;https://www.genpenang.com;Selected Restaurants;Air conditioning
Qureshi;GF, East Lobby, TPC Kuala Lumpur, 10 Jalan 1/70D, Jalan Bukit Kiara, Kuala Lumpur, 60000, Malaysia;Kuala Lumpur; Malaysia;$$;20;Indian;101.6402115;3.1387345;NO;NO;http://www.qureshi-intl.com;Selected Restaurants;Air conditioning,Car park
Tamarind Hill;19 Jalan Sultan Ismail, Bukit Bintang, Kuala Lumpur, 50250, Malaysia;Kuala Lumpur; Malaysia;$$;20;Thai, Burmese;101.7083103;3.153262;NO;SI;;Selected Restaurants;Restaurant offering vegetarian menus,Terrace
Terra Dining;91 Jalan Aminuddin Baki, Taman Tun Dr Ismail, Kuala Lumpur, 60000, Malaysia;Kuala Lumpur; Malaysia;$$$;70;Malaysian, Contemporary;101.620082;3.152598;NO;NO;;Selected Restaurants;Air conditioning,Counter dining
Pitt Street Koay Teow Soup;183 Lebuh Carnarvon, George Town, 10100, Malaysia;George Town; Malaysia;$;10;Noodles;100.33448;5.41501;SI;NO;;Selected Restaurants;Credit cards not accepted
Marble 8;56F, Menara 3 Petronas, Persiaran KLCC, Kuala Lumpur City Centre, Kuala Lumpur, 50088, Malaysia;Kuala Lumpur; Malaysia;$$$;70;Steakhouse;101.715475;3.158135;SI;NO;https://marinisgroup.com/marble-8/;Selected Restaurants;Air conditioning,Great view
Bar Kar;Suites G-06, GF, G Tower, 199 Jalan Tun Razak, Kampung Baru, Kuala Lumpur, 50400, Malaysia;Kuala Lumpur; Malaysia;$$$;70;Barbecue;101.720158;3.159133;SI;SI;http://www.barkarkl.com;Selected Restaurants;Air conditioning,Car park,Counter dining
Seed;L1-04, Block E, The Five@KPD, 49 Jalan Dungun, Bukit Damansara, Kuala Lumpur, 50490, Malaysia;Kuala Lumpur; Malaysia;$$$$;100;Innovative;101.6644017;3.1508826;NO;SI;https://www.seedbywhitegrass.com.my;Selected Restaurants;Air conditioning,Car park,Counter dining
Air Itam Sister Curry Mee;612 T, Jalan Air Itam Pekan Ayer Itam, George Town, 11500, Malaysia;George Town; Malaysia;$;10;Street Food;100.2783818;5.4005473;NO;NO;;Selected Restaurants;Cash only
La Vie;Le Dream Boutique Hotel, 139 Jalan Pintal Tali, George Town, 10100, Malaysia;George Town; Malaysia;$$$;70;European Contemporary;100.3329716;5.415451;NO;NO;;Selected Restaurants;Air conditioning,Car park
Akar;109 Jalan Aminuddin Baki, Taman Tun Dr Ismail, Kuala Lumpur, 60000, Malaysia;Kuala Lumpur; Malaysia;$$$;70;Malaysian, Contemporary;101.6208917;3.1528453;NO;NO;https://www.akardining.com/;Selected Restaurants;Air conditioning
Goh Thew Chik Hainan Chicken Rice;338A-338B Lebuh Chulia, George Town, 10200, Malaysia;George Town; Malaysia;$;10;Street Food;100.335424;5.418882;NO;NO;;Selected Restaurants;Cash only
Entier;Level 41, Alila Bangsar, 58 Jalan Ang Seng, Brickfields, Kuala Lumpur, 50470, Malaysia;Kuala Lumpur; Malaysia;$$$;70;French Contemporary;101.6801902;3.1277744;NO;NO;;Selected Restaurants;Air conditioning,Car park,Valet parking,Wheelchair access
888 Hokkien Mee (Lebuh Presgrave);67-A Lebuh Presgrave, George Town, 10300, Malaysia;George Town; Malaysia;$;10;Street Food;100.3306546;5.4111022;SI;SI;;Selected Restaurants;Cash only
Penang Famous Samosa;45 Lebuh Queen, George Town, 10200, Malaysia;George Town; Malaysia;$;10;Street Food;100.3389519;5.4176628;SI;SI;;Selected Restaurants;Cash only
Bao Teck Tea House;25 Lebuh Melayu, George Town, 10300, Malaysia;George Town; Malaysia;$$;20;Dim Sum;100.3352107;5.4133643;SI;SI;;Selected Restaurants;Air conditioning
WhatSaeb Boat Noodles;173 Lebuh Carnarvon, George Town, 10100, Malaysia;George Town; Malaysia;$;10;Thai;100.3344524;5.4147811;SI;SI;;Selected Restaurants;Air conditioning
Il Bacaro;Campbell House, 106 Lebuh Campbell, George Town, 10100, Malaysia;George Town; Malaysia;$$;20;Italian;100.3336452;5.4181066;SI;NO;https://campbellhousepenang.com/il-bacaro/;Selected Restaurants;Air conditioning
Eat and Cook;H6-1, Pusat Perdagangan Bandar Bukit Jalil, Persiaran Jalil 1, Bukit Jalil, Kuala Lumpur, 57000, Malaysia;Kuala Lumpur; Malaysia;$$$;70;Malaysian, Contemporary;101.65981;3.055655;NO;SI;http://www.eatandcook.asia;Selected Restaurants;Air conditioning,Car park,Counter dining,Valet parking
Jawi House;85 Lebuh Armenian, George Town, 10200, Malaysia;George Town; Malaysia;$$;20;Indian;100.33796;5.41486;NO;NO;;Selected Restaurants;
Kota Dine & Coffee (Fort Cornwallis);Fort Cornwallis, Jalan Tun Syed Sheh Barakbah, George Town, 10200, Malaysia;George Town; Malaysia;$$;20;Peranakan;100.344138;5.4206837;NO;SI;;Selected Restaurants;Air conditioning,Restaurant offering vegetarian menus
Elegant Inn;02-01, 2F, Podium Block, Menara Hap Seng, Jalan P. Ramlee, Kuala Lumpur, Kuala Lumpur, 50250, Malaysia;Kuala Lumpur; Malaysia;$$;20;Cantonese;101.7151;3.15443;NO;NO;;Selected Restaurants;Air conditioning,Car park,Terrace,Valet parking
Dominic;54G, The Row, Jalan Doraisamy, Chow Kit, Kuala Lumpur, 50300, Malaysia;Kuala Lumpur; Malaysia;$$$;70;French Contemporary;101.69954;3.15848;SI;SI;;Selected Restaurants;Terrace
Teochew Lao Er;6 Jalan Brunei, Pudu, Kuala Lumpur, 55100, Malaysia;Kuala Lumpur; Malaysia;$$;20;Teochew;101.713076;3.1387218;SI;SI;;Selected Restaurants;Car park
Café Café;175 Jalan Maharajalela, Kampung Attap, Kuala Lumpur, 50150, Malaysia;Kuala Lumpur; Malaysia;$$$;70;French;101.7034463;3.1359837;SI;NO;https://cafecafe.com.my;Selected Restaurants;Air conditioning
Limapulo;50 Jalan Doraisamy, Chow Kit, Kuala Lumpur, 50300, Malaysia;Kuala Lumpur; Malaysia;$;10;Peranakan;101.6995291;3.1582761;SI;SI;;Selected Restaurants;Air conditioning,Terrace
Dancing Fish;Lot T120 & 121, 3F, Bangsar Shopping Centre, 285 Jalan Maarof, Bangsar, Kuala Lumpur, 59000, Malaysia;Kuala Lumpur; Malaysia;$$;20;Malaysian, Indonesian;101.6671335;3.1430703;SI;NO;http://www.dancingfish.asia;Selected Restaurants;Air conditioning,Bring your own bottle,Car park,Valet parking
Teppanyaki Mihara Goten;3F, Cubus, 1 Hoi Ping Road, Causeway Bay, Hong Kong, Hong Kong SAR China;Hong Kong;;$$$;70;Teppanyaki;114.1850068;22.2776469;SI;NO;https://www.csccollective.com/venues/Teppanyaki-Mihara-GOTEN;Selected Restaurants;Air conditioning,Notable sake list,Wheelchair access
Yuan;Shop 2, GF, Chinachem Hollywood Centre, 1-13 Hollywood Road, Central, Hong Kong, Hong Kong SAR China;Hong Kong;;$$$;70;Vegetarian;114.1543763;22.281993;SI;NO;http://www.lubuds.com/yuan;Selected Restaurants;Air conditioning
Aji;GM Floor,  MGM Cotai, Avenida da Nave Desportiva, Cotai, Macau;Macau;;$$$$;100;Innovative;113.568121;22.145594;SI;SI;https://www.mgm.mo/en/cotai/dining/aji;Selected Restaurants;Air conditioning,Car park,Counter dining,Interesting wine list,Valet parking,Wheelchair access
Juno;GF, 88 Wing Lok Street, Sheung Wan, Hong Kong, Hong Kong SAR China;Hong Kong;;$$;20;Mediterranean Cuisine;114.15105;22.28649;SI;NO;https://www.juno.hk/;Selected Restaurants;Air conditioning,Wheelchair access
Chiu Ka Banquet;8F, Champion Building, 287-291 Des Voeux Road Central, Sheung Wan, Hong Kong;Hong Kong;;$$;20;Chiu Chow;114.1513213;22.2872086;SI;NO;;Selected Restaurants;Air conditioning
Lun Kee Rice Roll;26 Rua Do Tarrafeiro, Macau, Macau;Macau;;$;10;Street Food;113.538376;22.198798;NO;NO;;Selected Restaurants;Cash only
shiro;2F, 287 Takoyakushicho, Nakagyo-ku, Kyoto, 604-0021, Japan;Kyoto; Japan;¥¥¥;70;Contemporary, Italian;135.758148;35.012542;SI;NO;https://ido-kyoto.com/shiro/;Selected Restaurants;Air conditioning,Counter dining
Kyoen;570-118 Giommachi Minamigawa, Higashiyama-ku, Kyoto, 605-0074, Japan;Kyoto; Japan;¥¥¥;70;Contemporary;135.774183;35.001672;SI;NO;;Selected Restaurants;Air conditioning,Counter dining
KAMINOZA;3-1-25 Nonimbashi, Chuo-ku, Osaka, 540-0011, Japan;Osaka; Japan;¥¥¥;70;Japanese;135.51166;34.681346;NO;SI;https://kaminoza.jp/;Selected Restaurants;Air conditioning,Counter dining
Tenboshi;7-10-9 Tenjimbashi, Kita-ku, Osaka, 531-0041, Japan;Osaka; Japan;¥¥;20;Tempura;135.51121;34.71368;SI;SI;;Selected Restaurants;Air conditioning,Counter dining
QUINTOCANTO;3-6-32 Nakanoshima, Kita-ku, Osaka, 530-0005, Japan;Osaka; Japan;¥¥¥;70;Italian;135.492433;34.693317;SI;SI;https://quinto-canto.com/;Selected Restaurants;Air conditioning
Nishijin Hashimoto;109 Kanzecho, Kamigyo-ku, Kyoto, 602-8441, Japan;Kyoto; Japan;¥¥¥;70;Japanese;135.748777;35.03101;NO;SI;https://www.nishijin-hashimoto.com/;Selected Restaurants;Air conditioning,Counter dining
Ueroku wine;4-15 Higashikozucho, Tennoji-ku, Osaka, 543-0021, Japan;Osaka; Japan;¥¥;20;Spanish;135.521255;34.668227;SI;NO;;Selected Restaurants;Air conditioning,Counter dining
Tsujifusa;155 Mukadeyacho, Nakagyo-ku, Kyoto, 604-0805, Japan;Kyoto; Japan;¥¥¥;70;Japanese;135.763464;35.014965;NO;NO;;Selected Restaurants;Air conditioning,Counter dining,Shoes must be removed
Kappo Umetsu;347-93 Giommachi Kitagawa, Higashiyama-ku, Kyoto, 605-0073, Japan;Kyoto; Japan;¥¥¥;70;Japanese;135.775717;35.005219;NO;NO;;Selected Restaurants;Air conditioning,Counter dining
Daidokoro Kamiya;1-10-12 Kyomachibori, Nishi-ku, Osaka, 550-0003, Japan;Osaka; Japan;¥¥;20;Izakaya;135.495192;34.687862;SI;SI;;Selected Restaurants;Air conditioning,Counter dining
Shokudo Uchino;4F, 1-4-7 Dojima, Kita-ku, Osaka, 530-0003, Japan;Osaka; Japan;¥¥¥;70;Japanese;135.497798;34.696004;NO;SI;;Selected Restaurants;Air conditioning,Counter dining
Takoyakushi Furukawa;300 Ichirenshacho, Nakagyo-ku, Kyoto, 604-8146, Japan;Kyoto; Japan;¥¥¥;70;Japanese;135.76044;35.006242;SI;SI;;Selected Restaurants;Air conditioning,Counter dining
Masumasu Masuda;187-1 Hisashicho, Kamigyo-ku, Kyoto, 602-8236, Japan;Kyoto; Japan;¥¥¥;70;Japanese;135.749475;35.02563;NO;SI;https://masumasumasuda.com/;Selected Restaurants;Air conditioning,Counter dining
ku:de kiyo;2-16-5 Tsukamoto, Yodogawa-ku, Osaka, 532-0026, Japan;Osaka; Japan;¥¥¥;70;French;135.470402;34.713556;NO;SI;https://kudekiyo.jp/;Selected Restaurants;Air conditioning,Cash only - lunch,Counter dining
Koryori Takaya;165 Nishisakaicho, Shimogyo-ku, Kyoto, 600-8218, Japan;Kyoto; Japan;¥¥¥;70;Japanese;135.75812;34.989133;SI;SI;;Selected Restaurants;Air conditioning,Counter dining
Komedokoro Inamoto;534-1 Yawatacho, Shimogyo-ku, Kyoto, 600-8455, Japan;Kyoto; Japan;¥¥;20;Izakaya;135.75511;34.997208;SI;NO;;Selected Restaurants;Air conditioning,Cash only,Counter dining
Sushi Ichiei;B1F, 1-6-10 Sennichimae, Chuo-ku, Osaka, 542-0074, Japan;Osaka; Japan;¥¥¥;70;Sushi;135.504491;34.668014;NO;NO;;Selected Restaurants;Air conditioning,Counter dining
Kurubushi;4-12 Naniwacho, Kita-ku, Osaka, 530-0022, Japan;Osaka; Japan;¥¥¥;70;Japanese;135.509675;34.707452;NO;NO;;Selected Restaurants;Air conditioning,Counter dining
Quarter Acre;2023 Greenville Ave., Ste. 110, Dallas, 75206, USA;Dallas; USA;$$$;70;Contemporary;-96.770158;32.8149292;NO;SI;https://www.quarteracrerestaurant.com/;Selected Restaurants;
Jeffrey's;1204 W. Lynn St., Austin, 78704, USA;Austin; USA;$$$$;100;Contemporary, Steakhouse;-97.759137;30.2805633;SI;NO;https://jeffreysofaustin.com/;Selected Restaurants;
Hidden Omakase;5353 W. Alabama St., Ste. 102, Houston, 77056, USA;Houston; USA;$$$$;100;Sushi, Contemporary;-95.4692235;29.7377986;NO;NO;https://hiddenomakase.com/;Selected Restaurants;
El Carlos Elegante;1400 N. Riverfront Blvd., Dallas, 75207, USA;Dallas; USA;$$$$;100;Mexican, Contemporary;-96.8199455;32.7900631;NO;SI;https://elcarloselegante.com/;Selected Restaurants;Air conditioning,Counter dining,Valet parking
Leche de Tigre;318 E. Cevallos St., San Antonio, 78204, USA;San Antonio; USA;$$;20;Peruvian;-98.4972506;29.4075809;SI;NO;https://lechedetigretx.com/;Selected Restaurants;Air conditioning,Counter dining,Terrace
Bludorn;807 Taft St., Houston, 77019, USA;Houston; USA;$$$;70;American, Contemporary;-95.3856962;29.7589944;SI;SI;https://www.bludornrestaurant.com/;Selected Restaurants;Valet parking
Fearing's;2121 McKinney Ave., Dallas, 75201, USA;Dallas; USA;$$$$;100;American, Regional Cuisine;-96.8034666;32.7920978;NO;SI;https://fearingsrestaurant.com/;Selected Restaurants;Air conditioning,Brunch,Car park,Terrace,Valet parking
Knox Bistro;3230 Knox St., Dallas, 75205, USA;Dallas; USA;$$$;70;French;-96.7902699;32.8237626;SI;NO;https://knoxbistro.com/;Selected Restaurants;Air conditioning,Brunch,Terrace,Valet parking
Signature Restaurant;16401 La Cantera Pkwy, San Antonio, 78256, USA;San Antonio; USA;$$$$;100;French, American;-98.615822;29.598868;SI;NO;https://www.signaturerestaurant.com/;Selected Restaurants;Air conditioning,Interesting wine list
Rye;1920 Greenville Ave., Dallas, 75206, USA;Dallas; USA;$$$$;100;Contemporary;-96.76991;32.81361;SI;SI;https://www.rye.restaurant/;Selected Restaurants;
Discada;1319 Rosewood Ave., Austin, 78702, USA;Austin; USA;$;10;Mexican, Regional Cuisine;-97.7244484;30.2687661;SI;SI;https://www.discadatx.com/;Selected Restaurants;Terrace
Candente;4306 Yoakum Blvd., Houston, 77006, USA;Houston; USA;$$;20;Tex-Mex;-95.3927225;29.7340941;SI;NO;https://www.candentehtx.com/;Selected Restaurants;Air conditioning,Terrace
Sachet;4270 Oak Lawn Ave., Dallas, 75219, USA;Dallas; USA;$$;20;Mediterranean Cuisine;-96.8022897;32.8215295;NO;NO;https://www.sachetdallas.com/;Selected Restaurants;Air conditioning,Counter dining,Terrace
Garcia's Mexican Food;842 Fredericksburg Rd., San Antonio, 78201, USA;San Antonio; USA;$;10;Tex-Mex;-98.5131766;29.4517475;NO;SI;;Selected Restaurants;Air conditioning
Pappas Bros. Steakhouse;5839 Westheimer Rd., Houston, 77057, USA;Houston; USA;$$$$;100;Steakhouse, American;-95.4812398;29.7375654;SI;SI;https://pappasbros.com/home/;Selected Restaurants;Air conditioning,Credit cards not accepted,Interesting wine list,Valet parking
Este;2113 Manor Rd., Austin, 78722, USA;Austin; USA;$$$;70;Mexican, Seafood;-97.7196279;30.2840914;NO;NO;https://www.esteatx.com/;Selected Restaurants;Terrace,Valet parking
